customer_id,segment,C1,C2,C3,C4,C5,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,A1,A2,A3,A4,A5,sar_last_12m,onboarded
NG-10212,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,10 to 40 percent,Employer and retail,Consistent,No,2024-08-10
NG-10320,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Register checked,"Under 5k, consistent",Up to 10 percent,None,Named businesses,"Minor, explained",No,2025-07-31
NG-10004,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-03-25
NG-10193,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,Current account with credit,Under 2k a month,Regular payments,"Joint, related","Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-05-30
NG-10122,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Savings only,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Comparison site,Unexplained,10 to 30 percent,None,Employer and retail,Consistent,No,2024-07-24
NG-10299,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,"Enabled, unused","Mandate, evidenced","Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-08-29
NG-10117,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",No cash facility,Not enabled,"Joint, related","Digital, own app",Documents face to face,Direct,"5k to 25k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-07-07
NG-10335,Sole trader,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",Over 10k a month,Regular payments,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Over 25k, consistent",30 to 60 percent,None,Employer and retail,Consistent,No,2025-08-23
NG-10084,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Occasional payments,Sole party,"Digital, own app",Documents face to face,Direct,"5k to 25k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2024-11-19
NG-10102,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,"Enabled, unused",Sole party,Unsupervised intermediary,"Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-06-28
NG-10078,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,Branch,"Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2025-02-04
NG-10026,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,"Joint, related","Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,"Minor, explained",No,2024-05-30
NG-10254,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Over 60 percent,None,Named businesses,Consistent,No,2025-04-15
NG-10015,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,"Joint, related",Branch,"Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-12-16
NG-10315,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",2k to 10k a month,Not enabled,Sole party,"Digital, own app",Documents face to face,Direct,"5k to 25k, consistent",30 to 60 percent,Up to 10 percent,Undescribed or sector 5,Resolved on follow-up,No,2025-01-24
NG-10382,Limited company,"UK company, corporate owner","Two layers, evidenced","MSB, TCSP or HVD",No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Over 10k a month,"Enabled, unused","Mandate, evidenced","Digital, own app",Certified copies,Direct,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,Consistent,No,2024-07-11
NG-10006,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, assisted",Documents face to face,Customer referral,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2025-01-26
NG-10158,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Under 2k a month,Occasional payments,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-03-05
NG-10256,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Customer referral,"5k to 25k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-09-02
NG-10344,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,PEP family or associate,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Over 10k a month,Occasional payments,Sole party,"Digital, own app",Certified copies,Comparison site,"5k to 25k, consistent",Up to 10 percent,None,Many individuals,Consistent,No,2024-09-23
NG-10066,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,Branch,"Electronic, one source",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-09-30
NG-10145,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-07-20
NG-10202,Personal,Individual,Natural person,"MSB, TCSP or HVD",No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,"Enabled, unused","Joint, related","Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-10-26
NG-10339,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Comparison site,"Over 25k, consistent",Over 60 percent,None,Many individuals,Consistent,No,2024-11-15
NG-10294,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-07-26
NG-10011,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-06-01
NG-10303,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,Not enabled,Sole party,Branch,"Electronic, one source",Direct,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,Consistent,No,2025-11-19
NG-10030,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",No cash credits,None,Named businesses,Consistent,No,2025-01-27
NG-10093,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,"Joint, related","Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",No cash credits,10 to 40 percent,Employer and retail,Consistent,No,2024-03-10
NG-10377,Limited company,"UK company, natural owners",One or two UBOs,Regulated profession,No match,False positive,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,Occasional payments,"Mandate, evidenced","Digital, assisted","Electronic, two sources",Direct,"5k to 25k, consistent",No cash credits,Up to 10 percent,Many individuals,Consistent,No,2024-01-11
NG-10160,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,Telephone and branch,"Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,10 to 40 percent,Employer and retail,Consistent,No,2024-01-12
NG-10154,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,"Minor, explained",No,2024-05-28
NG-10396,Limited company,"UK company, natural owners",One or two UBOs,"MSB, TCSP or HVD",No match,No match,United Kingdom,UK tax residence only,"Weaker AML, unlisted","Business account, basic",No cash facility,Occasional payments,Sole party,"Digital, own app",Uncorroborated documents,Direct,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,"Minor, explained",No,2024-05-09
NG-10094,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Current account with credit,Withdrawal only,Regular payments,"Joint, related","Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Consistent,No,2024-04-20
NG-10355,Sole trader,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,"Enabled, unused","Mandate, evidenced","Digital, own app","Electronic, one source",Direct,"Over 25k, consistent",10 to 30 percent,None,Named businesses,Consistent,No,2025-03-27
NG-10043,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Withdrawal only,"Enabled, unused","Joint, related","Digital, assisted","Electronic, two sources",Register checked,Above sector expectation,Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-05-01
NG-10232,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",2k to 10k a month,Occasional payments,"Joint, related",Telephone and branch,"Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-05-06
NG-10379,Limited company,"UK company, natural owners",Three to five UBOs,Cash-intensive trade,No match,"Adverse media, financial crime",United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",2k to 10k a month,Not enabled,Sole party,Branch,"Electronic, two sources",Customer referral,"5k to 25k, consistent",30 to 60 percent,None,Sector 4 counterparties,Consistent,No,2025-06-24
NG-10358,Sole trader,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Over 10k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,Above sector expectation,30 to 60 percent,Up to 10 percent,Employer and retail,Resolved on follow-up,No,2025-12-30
NG-10074,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Occasional payments,"Mandate, evidenced","Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-12-21
NG-10020,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-05-24
NG-10276,Personal,Sole trader or joint,Natural person,General trade,No match,False positive,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Many individuals,Consistent,No,2025-11-27
NG-10180,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,Branch,"Electronic, two sources",Comparison site,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2024-08-07
NG-10028,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,Not enabled,"Joint, related","Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-12-29
NG-10045,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",2k to 10k a month,Not enabled,"Joint, related",Branch,Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-05-08
NG-10314,Sole trader,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, cash and international",2k to 10k a month,Regular payments,Sole party,"Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",10 to 30 percent,10 to 40 percent,Many individuals,"Minor, explained",No,2024-03-02
NG-10077,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Withdrawal only,Occasional payments,Sole party,Telephone and branch,"Electronic, two sources",Customer referral,Above sector expectation,Up to 10 percent,Over 40 percent,Employer and retail,Consistent,No,2025-07-14
NG-10306,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Over 10k a month,Not enabled,"Joint, related","Digital, assisted","Electronic, two sources",Direct,Above sector expectation,10 to 30 percent,None,Employer and retail,Consistent,No,2025-03-18
NG-10097,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,Current account with credit,Under 2k a month,"Enabled, unused","Joint, related","Digital, assisted",Documents face to face,Customer referral,"5k to 25k, consistent",No cash credits,Up to 10 percent,Named businesses,Consistent,No,2024-03-20
NG-10312,Sole trader,Sole trader or joint,Natural person,"MSB, TCSP or HVD",No match,"Adverse media, unproven",United Kingdom,UK tax residence only,UK only,"Business account, basic",Under 2k a month,Not enabled,Sole party,Branch,"Electronic, two sources",Direct,"5k to 25k, consistent",30 to 60 percent,None,Undescribed or sector 5,Unresolved,No,2024-07-18
NG-10248,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Withdrawal only,Not enabled,Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-05-07
NG-10192,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,"Weaker AML, unlisted",Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2025-07-01
NG-10238,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Named businesses,Consistent,No,2024-06-06
NG-10309,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,FATF increased monitoring,"Business account, basic",Withdrawal only,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Over 25k, consistent",Up to 10 percent,None,Many individuals,Consistent,No,2025-03-29
NG-10166,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,Savings only,Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,"Minor, explained",No,2024-07-20
NG-10095,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,Unsupervised intermediary,"Electronic, two sources",Direct,"5k to 25k, consistent",10 to 30 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-12-16
NG-10268,Personal,Sole trader or joint,Natural person,Employed or pension,PEP family or associate,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Occasional payments,Sole party,"Digital, assisted","Electronic, one source",Register not confirmed,"5k to 25k, consistent",Up to 10 percent,None,Sector 4 counterparties,Consistent,No,2024-02-16
NG-10167,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Withdrawal only,Occasional payments,"Joint, related","Digital, assisted",Documents face to face,Customer referral,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-06-22
NG-10321,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",2k to 10k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Register checked,"Under 5k, consistent",10 to 30 percent,Over 40 percent,Named businesses,Consistent,No,2025-04-04
NG-10348,Sole trader,Sole trader or joint,Natural person,General trade,No match,"Adverse media, non-financial",United Kingdom,UK tax residence only,"Weaker AML, unlisted","Business account, basic",Under 2k a month,"Enabled, unused",Sole party,"Digital, assisted","Electronic, one source",Direct,"5k to 25k, consistent",Over 60 percent,10 to 40 percent,Named businesses,"Minor, explained",No,2024-01-01
NG-10308,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Under 2k a month,Regular payments,Sole party,"Digital, assisted","Electronic, two sources",Register checked,"Over 25k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-05-25
NG-10223,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,Branch,"Electronic, two sources",Comparison site,"Under 5k, consistent",30 to 60 percent,Up to 10 percent,Employer and retail,Consistent,No,2024-04-15
NG-10341,Sole trader,Sole trader or joint,Natural person,General trade,No match,False positive,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,Occasional payments,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",30 to 60 percent,None,Many individuals,Consistent,No,2025-04-15
NG-10207,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,"Further tax residence, unlisted","Weaker AML, unlisted",Current account with credit,Withdrawal only,Regular payments,Sole party,"Digital, assisted",Documents face to face,Register checked,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-01-09
NG-10362,Limited company,"UK company, natural owners",One or two UBOs,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Withdrawal only,Occasional payments,Unexplained signatories,"Digital, own app","Electronic, two sources",Comparison site,"Over 25k, consistent",30 to 60 percent,Up to 10 percent,Employer and retail,Resolved on follow-up,No,2024-12-22
NG-10328,Sole trader,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Under 2k a month,Not enabled,Power of attorney,"Digital, own app","Electronic, one source",Direct,Above sector expectation,Over 60 percent,None,Named businesses,Consistent,No,2024-07-10
NG-10287,Personal,Individual,Natural person,Regulated profession,No match,False positive,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Regular payments,"Mandate, evidenced",Unsupervised intermediary,"Electronic, two sources",Comparison site,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-05-08
NG-10085,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, assisted","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-07-28
NG-10133,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Current account with credit,Under 2k a month,Occasional payments,"Joint, related","Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,10 to 40 percent,Named businesses,Resolved on follow-up,No,2024-05-25
NG-10168,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Savings only,Withdrawal only,Occasional payments,"Mandate, evidenced","Digital, assisted","Electronic, one source",Direct,"5k to 25k, consistent",10 to 30 percent,Up to 10 percent,Many individuals,Consistent,No,2025-08-21
NG-10375,Limited company,"UK company, natural owners",Three to five UBOs,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,Occasional payments,Power of attorney,"Digital, own app",Documents face to face,Direct,"Over 25k, consistent",No cash credits,10 to 40 percent,Employer and retail,"Minor, explained",No,2024-11-04
NG-10076,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,Telephone and branch,"Electronic, two sources",Direct,"5k to 25k, consistent",No cash credits,Up to 10 percent,Named businesses,Consistent,No,2025-03-28
NG-10275,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-11-08
NG-10150,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,"Enabled, unused","Joint, related","Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,None,Undescribed or sector 5,Consistent,No,2024-10-01
NG-10029,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Occasional payments,Sole party,Telephone and branch,"Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-04-20
NG-10213,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Regular payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-07-12
NG-10356,Sole trader,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,"Weaker AML, unlisted","Business account, basic",Withdrawal only,Payments to listed country,Sole party,"Digital, assisted","Electronic, two sources",Direct,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,Consistent,No,2025-03-14
NG-10353,Sole trader,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Over 10k a month,Not enabled,Sole party,Telephone and branch,"Electronic, two sources",Direct,"5k to 25k, consistent",10 to 30 percent,10 to 40 percent,Many individuals,Consistent,No,2025-09-28
NG-10364,Limited company,"UK company, corporate owner",Three to five UBOs,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",2k to 10k a month,Occasional payments,"Mandate, evidenced",Telephone and branch,"Electronic, two sources",Direct,"5k to 25k, consistent",No cash credits,10 to 40 percent,Named businesses,Consistent,No,2025-05-28
NG-10260,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,2k to 10k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-11-21
NG-10394,Limited company,"UK company, natural owners","Two layers, evidenced",Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Under 2k a month,Occasional payments,Sole party,Branch,Certified copies,Direct,Above sector expectation,10 to 30 percent,Up to 10 percent,Many individuals,Consistent,No,2024-08-03
NG-10081,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-02-17
NG-10225,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,"Minor, explained",No,2024-12-08
NG-10098,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, own app",Certified copies,Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-01-17
NG-10152,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, assisted","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-02-25
NG-10033,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Occasional payments,"Mandate, evidenced","Digital, own app","Electronic, one source",Customer referral,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-11-03
NG-10014,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Regular payments,Sole party,Branch,"Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-10-23
NG-10109,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-02-09
NG-10191,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-08-15
NG-10388,Limited company,"UK company, corporate owner",One or two UBOs,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,"Enabled, unused",Power of attorney,"Digital, own app",Documents face to face,Comparison site,"Over 25k, consistent",Over 60 percent,Up to 10 percent,Many individuals,"Minor, explained",No,2024-12-17
NG-10251,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, own app",Certified copies,Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,"Minor, explained",No,2024-04-04
